SBU,Domain,Sub-Portfolio,App Phase,Application_UUID,Application,UUID
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,ZERO TURNAROUND LICENSE SERVER_0815818A-13A3-4EE3-8CA2-737F87E03767,ZERO TURNAROUND LICENSE SERVER,0815818A-13A3-4EE3-8CA2-737F87E03767
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,CI - TERADATA ACTIVE DIRECTORY SYNC PROGRAM_DA376B44-8C28-41E4-9793-9DEC2A398B45,CI - TERADATA ACTIVE DIRECTORY SYNC PROGRAM,DA376B44-8C28-41E4-9793-9DEC2A398B45
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Developing,Core Platform Modernization USRM - Database_627082EC-4C59-43D4-8197-5DE16DA37AC0,Core Platform Modernization USRM - Database,627082EC-4C59-43D4-8197-5DE16DA37AC0
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Developing,Core Platform Modernization USRM - Replication_E7B967F8-B1F0-408E-9909-084B320910D1,Core Platform Modernization USRM - Replication,E7B967F8-B1F0-408E-9909-084B320910D1
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DATABASE CONFIGURATION MANAGEMENT_868C64AC-2655-466C-8487-9968FDE5DEAE,DATABASE CONFIGURATION MANAGEMENT,868C64AC-2655-466C-8487-9968FDE5DEAE
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DATABASE MONITORING_6785B7EE-2C43-4297-818A-78BC43133904,DATABASE MONITORING,6785B7EE-2C43-4297-818A-78BC43133904
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,Database Notifications_4EC0011C-1365-4FA1-9DC2-42A740F09DA9,Database Notifications,4EC0011C-1365-4FA1-9DC2-42A740F09DA9
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DATABASE OPERATIONAL SUPPORT_E26FFE4D-D7E2-4675-93D1-40486D0A147E,DATABASE OPERATIONAL SUPPORT,E26FFE4D-D7E2-4675-93D1-40486D0A147E
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DATABASE SERVICES_8FD2C047-8FDA-44B9-B72A-556192C41D88,DATABASE SERVICES,8FD2C047-8FDA-44B9-B72A-556192C41D88
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DBDeploy v1 (traditional CFT/Bamboo)_34A45EFD-8CB2-442B-A200-8B5F161D771C,DBDeploy v1 (traditional CFT/Bamboo),34A45EFD-8CB2-442B-A200-8B5F161D771C
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DBDeploy v2 (Crossplane)_414756C2-13D4-4E3E-81BC-D26B3C289AD0,DBDeploy v2 (Crossplane),414756C2-13D4-4E3E-81BC-D26B3C289AD0
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DbID (Database Inventory)_23E8F78F-C388-477A-AC61-36CF521CEA9F,DbID (Database Inventory),23E8F78F-C388-477A-AC61-36CF521CEA9F
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,DR Resiliency & Protection_58668138-8F19-46D5-A4A9-9434A1C2CDD0,DR Resiliency & Protection,58668138-8F19-46D5-A4A9-9434A1C2CDD0
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,HS - DATABASE MIGRATION SERVICES (DMS)_0A7E9E8E-AEBC-4525-9C71-97946490FFAF,HS - DATABASE MIGRATION SERVICES (DMS),0A7E9E8E-AEBC-4525-9C71-97946490FFAF
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,HS DB PRODUCT WORKSPACE_DCCCCEC2-4878-4978-AB76-8B96A00A8E07,HS DB PRODUCT WORKSPACE,DCCCCEC2-4878-4978-AB76-8B96A00A8E07
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,HS MODERNIZATION_0A730384-FE82-47D1-A048-4F7122A3E445,HS MODERNIZATION,0A730384-FE82-47D1-A048-4F7122A3E445
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Semi-Retired,MONGO DBAAS_7A75E6ED-5F56-43E5-8218-90B536303DAD,MONGO DBAAS,7A75E6ED-5F56-43E5-8218-90B536303DAD
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,MongoDB Database Support Workspace_1DAF5F0D-7546-4382-8313-80360C6F5C2E,MongoDB Database Support Workspace,1DAF5F0D-7546-4382-8313-80360C6F5C2E
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,MongoDB Operations Manager_342348CB-4045-401D-9D19-882D3AFD5B5B,MongoDB Operations Manager,342348CB-4045-401D-9D19-882D3AFD5B5B
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,MONGODB SHARED DBAAS_55C29393-F24B-4C4F-B14F-D0D4A2A1BDEA,MONGODB SHARED DBAAS,55C29393-F24B-4C4F-B14F-D0D4A2A1BDEA
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,MSSQL SSRS Services Workspace_3B57BBDA-0E87-4578-8CC1-11DF0345EF9F,MSSQL SSRS Services Workspace,3B57BBDA-0E87-4578-8CC1-11DF0345EF9F
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,MYSQL SHARED DBAAS_7A0FF27E-1B5A-47BA-8613-89B68C645468,MYSQL SHARED DBAAS,7A0FF27E-1B5A-47BA-8613-89B68C645468
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,Oracle Database Support Workspace_92068211-61D7-4D4E-A3AF-22B4DCC8C756,Oracle Database Support Workspace,92068211-61D7-4D4E-A3AF-22B4DCC8C756
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,Oracle Enterprise Manager_93EBB679-9963-405F-AC5F-FE4B115F14FA,Oracle Enterprise Manager,93EBB679-9963-405F-AC5F-FE4B115F14FA
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms,Supporting,Sybase Database Support Workspace_734A1937-F995-4E08-BAC7-8DEBB8C56883,Sybase Database Support Workspace,734A1937-F995-4E08-BAC7-8DEBB8C56883
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms /Data Platforms -  IaaS+,Supporting,SAF - ADSIMS_3266D33D-D4FA-4F81-9CD0-D3A01C5F177A,SAF - ADSIMS,3266D33D-D4FA-4F81-9CD0-D3A01C5F177A
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms /Data Platforms -  IaaS+,Supporting,SAF - DB2 APPLICATION_5A9D382F-8B96-4CDB-B495-E4C356D58774,SAF - DB2 APPLICATION,5A9D382F-8B96-4CDB-B495-E4C356D58774
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms /Legacy CI Database Service Operations,Semi-Retired,CI DATABASE SUPPORT_BCD76951-40BB-4786-88A6-1F8A3749B5CF,CI DATABASE SUPPORT,BCD76951-40BB-4786-88A6-1F8A3749B5CF
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - Data Platforms /Legacy CI Database Service Operations,Semi-Retired,DATABASE PERFORMANCE ANALYZER (DPA)_F12814CA-A091-4E48-A368-B38952211E5B,DATABASE PERFORMANCE ANALYZER (DPA),F12814CA-A091-4E48-A368-B38952211E5B
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,AKAMAI_21BE005D-0091-4502-A56B-58500DC3BCCE,AKAMAI,21BE005D-0091-4502-A56B-58500DC3BCCE
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,AKAMAI INTAKE API_D453E363-CF40-438F-9879-716787A3CB50,AKAMAI INTAKE API,D453E363-CF40-438F-9879-716787A3CB50
Global Digital Services,GDS Global Network Communications,Application Security,Developing,AKAMAI SECURITY AUTOMATION PORTAL_A01D9A8F-747F-4BD1-9FF4-D8FFDE91DFA5,AKAMAI SECURITY AUTOMATION PORTAL,A01D9A8F-747F-4BD1-9FF4-D8FFDE91DFA5
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,AKAMAI SITESHIELD MAP DETECTION_6163695F-0718-41C0-A155-6D5F774339A3,AKAMAI SITESHIELD MAP DETECTION,6163695F-0718-41C0-A155-6D5F774339A3
Global Digital Services,GDS Global Network Communications,Application Security,Developing,AWAF_B053C4DC-D40B-4447-B1A0-C4A4EA345B20,AWAF,B053C4DC-D40B-4447-B1A0-C4A4EA345B20
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,AWS WAF AUTOMATION SOLUTION_AAA7BB3F-3E45-46B0-B8B2-9831EA7DF0DC,AWS WAF AUTOMATION SOLUTION,AAA7BB3F-3E45-46B0-B8B2-9831EA7DF0DC
Global Digital Services,GDS Global Network Communications,Application Security,Developing,Certificate SPI_BC2FEE56-27AF-463A-A17A-E9FCA7CEDA46,Certificate SPI,BC2FEE56-27AF-463A-A17A-E9FCA7CEDA46
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,F5 BIGIQ_65D2CDF9-4BFA-43D5-95CD-217256BEE4A7,F5 BIGIQ,65D2CDF9-4BFA-43D5-95CD-217256BEE4A7
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,F5 GLOBAL TRAFFIC MANAGER_891559A0-5960-4C09-924A-9D2A85F2071D,F5 GLOBAL TRAFFIC MANAGER,891559A0-5960-4C09-924A-9D2A85F2071D
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,F5 LOCAL TRAFFIC MANAGER_BEE8D0AA-DD0D-43F3-A3FE-B205DA88DDB8,F5 LOCAL TRAFFIC MANAGER,BEE8D0AA-DD0D-43F3-A3FE-B205DA88DDB8
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,GCP CloudArmor POC_426804F4-C019-4178-81EC-C46F94D0F278,GCP CloudArmor POC,426804F4-C019-4178-81EC-C46F94D0F278
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,Google APARA POC_28EB07D9-29B6-469E-A54E-9D6979019747,Google APARA POC,28EB07D9-29B6-469E-A54E-9D6979019747
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,GUARDIUM SERVICES_86D072E9-F21F-4A75-9A4A-47ACB622C0A3,GUARDIUM SERVICES,86D072E9-F21F-4A75-9A4A-47ACB622C0A3
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,IMPERVA SECURESPHERE_78D8F779-32DF-487D-8F4B-A836FFC6AFF6,IMPERVA SECURESPHERE,78D8F779-32DF-487D-8F4B-A836FFC6AFF6
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,LOAD BALANCER (F5) AUTOMATION API_817B9285-9435-4A06-9360-116055B9AF28,LOAD BALANCER (F5) AUTOMATION API,817B9285-9435-4A06-9360-116055B9AF28
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,VENAFI_1DE18ED7-8BBC-4B48-B39A-D4839BA8FF0C,VENAFI,1DE18ED7-8BBC-4B48-B39A-D4839BA8FF0C
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,Vmware NSX ALB_06009F07-2598-4580-8D81-5F037C0C2273,Vmware NSX ALB,06009F07-2598-4580-8D81-5F037C0C2273
Global Digital Services,GDS Global Network Communications,Application Security,Supporting,WEB INCIDENT SECURITY PORTAL (WISP)_CC88A360-7FF3-425B-A321-D9FCECBE5046,WEB INCIDENT SECURITY PORTAL (WISP),CC88A360-7FF3-425B-A321-D9FCECBE5046
US Retail Markets,USRM - Finance,Billing-BL,Supporting,1099C RCG_B9402DB2-4A90-48F1-BA98-5348EE6AB00B,1099C RCG,B9402DB2-4A90-48F1-BA98-5348EE6AB00B
US Retail Markets,USRM - Finance,Billing-BL,Supporting,ABS WORKFLOW_CFD92DA7-3346-49B0-9672-D55389D26171,ABS WORKFLOW,CFD92DA7-3346-49B0-9672-D55389D26171
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-ABS AGENCY BILLING SYSTEM_7D27B350-863A-4029-9B90-9C863419D559,AM-ABS AGENCY BILLING SYSTEM,7D27B350-863A-4029-9B90-9C863419D559
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-ACS AGENCY COMMISSION SYSTEM_F26BFD6A-1D5F-4AA0-A7FA-42A278BD2264,AM-ACS AGENCY COMMISSION SYSTEM,F26BFD6A-1D5F-4AA0-A7FA-42A278BD2264
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-AF ARRANGE FINANCIALS_CD1BE842-CD76-4472-A09F-B7FE625E257E,AM-AF ARRANGE FINANCIALS,CD1BE842-CD76-4472-A09F-B7FE625E257E
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-BIS BILLING INTERFACE SYSTEM_B1B7B0A5-A7BB-45EE-891E-FCBFD196716A,AM-BIS BILLING INTERFACE SYSTEM,B1B7B0A5-A7BB-45EE-891E-FCBFD196716A
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-BLS BILLING SYSTEM_8050530C-79D7-4959-806D-78BB1539DE76,AM-BLS BILLING SYSTEM,8050530C-79D7-4959-806D-78BB1539DE76
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-CBS COMBINED BILLING SYSTEM_A35293BF-877E-49DB-A1E0-185C9CF0C709,AM-CBS COMBINED BILLING SYSTEM,A35293BF-877E-49DB-A1E0-185C9CF0C709
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-DA BILLING DOMAIN ADAPTER_1C8345C2-4957-41CD-87D6-0E8806C477F3,AM-DA BILLING DOMAIN ADAPTER,1C8345C2-4957-41CD-87D6-0E8806C477F3
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-GL BOUND_CE0A3FF0-B73E-42F3-92AE-A2F8338A6016,AM-GL BOUND,CE0A3FF0-B73E-42F3-92AE-A2F8338A6016
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-OBSC ONLINE BILLING SERVICE CENTER_42066DA0-A41F-42FD-B972-D48A7C601AAC,AM-OBSC ONLINE BILLING SERVICE CENTER,42066DA0-A41F-42FD-B972-D48A7C601AAC
US Retail Markets,USRM - Finance,Billing-BL,Supporting,AM-OBSC ONLINE BILLING SERVICE CENTER ADMINISTRATION_4AA091B0-4225-4236-AD6A-6863C31883FF,AM-OBSC ONLINE BILLING SERVICE CENTER ADMINISTRATION,4AA091B0-4225-4236-AD6A-6863C31883FF
US Retail Markets,USRM - Finance,Billing-BL,Supporting,BL - BI MAINFRAME NOTICE GENERATION OFFERING_3DD2338D-85BD-487D-AF41-55A56E343C5E,BL - BI MAINFRAME NOTICE GENERATION OFFERING,3DD2338D-85BD-487D-AF41-55A56E343C5E
US Retail Markets,USRM - Finance,Billing-BL,Supporting,BL Billing Public Cloud Gateway_9F6F27B9-DA72-4AEF-8440-179F961F1B2D,BL Billing Public Cloud Gateway,9F6F27B9-DA72-4AEF-8440-179F961F1B2D
US Retail Markets,USRM - Finance,Billing-BL,Supporting,CI - BILLING SINGLETON JOB MANAGER_B6A04274-5AD8-4D25-9228-5D31945FFA88,CI - BILLING SINGLETON JOB MANAGER,B6A04274-5AD8-4D25-9228-5D31945FFA88
US Retail Markets,USRM - Finance,Billing-BL,Supporting,CI - FSDIAL_CFAA4743-8A96-4D3A-940C-EF9242E46434,CI - FSDIAL,CFAA4743-8A96-4D3A-940C-EF9242E46434
US Retail Markets,USRM - Finance,Billing-BL,Supporting,ECLIQ ERROR CONSOLIDATION_3A7E131E-401F-4C2A-800A-D990D47DCED6,ECLIQ ERROR CONSOLIDATION,3A7E131E-401F-4C2A-800A-D990D47DCED6
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-AAA: AGENCY ACCOUNTS ABSTERGING_E54C7FC6-2E0B-4CDA-81E0-F60B97F23612,OC-AAA: AGENCY ACCOUNTS ABSTERGING,E54C7FC6-2E0B-4CDA-81E0-F60B97F23612
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-ABS: ACCOUNT BILLING SYSTEM_AF69AE90-7ED6-4FAF-BE9E-AE4702CA4842,OC-ABS: ACCOUNT BILLING SYSTEM,AF69AE90-7ED6-4FAF-BE9E-AE4702CA4842
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-CAN CANCELLATION AND NONRENEWAL PRINT_8CAA3552-93D5-4435-8C67-3F98736BE249,OC-CAN CANCELLATION AND NONRENEWAL PRINT,8CAA3552-93D5-4435-8C67-3F98736BE249
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-CPS: COMMISSION PENDING SYSTEM_DD380852-99F6-4820-A89E-94ABF47A171D,OC-CPS: COMMISSION PENDING SYSTEM,DD380852-99F6-4820-A89E-94ABF47A171D
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-TOPP: THE OHIO PAYMENT PLAN_30995314-B44B-4FA4-A460-DA97F3FB75E3,OC-TOPP: THE OHIO PAYMENT PLAN,30995314-B44B-4FA4-A460-DA97F3FB75E3
US Retail Markets,USRM - Finance,Billing-BL,Semi-Retired,OC-UBS- GUI INQUIRY SCREENS_7BC8882A-506B-4FE4-A3C3-589885BFC28E,OC-UBS- GUI INQUIRY SCREENS,7BC8882A-506B-4FE4-A3C3-589885BFC28E
US Retail Markets,USRM - Finance,Billing-BL,Supporting,OC-UBS: UNIVERSAL BILLING SYSTEM_054150AB-92A6-429F-9723-56EBE6934CD7,OC-UBS: UNIVERSAL BILLING SYSTEM,054150AB-92A6-429F-9723-56EBE6934CD7
US Retail Markets,USRM - Finance,Billing-BL,Supporting,SAF - YMB CUSTOMER BILL_80E0A5F5-F94E-4E5D-BE66-AA912C7A9764,SAF - YMB CUSTOMER BILL,80E0A5F5-F94E-4E5D-BE66-AA912C7A9764
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Account Setup UI_6C3EAF9E-9774-42BC-A683-E9FE7BAFFF03,TOBE Account Setup UI,6C3EAF9E-9774-42BC-A683-E9FE7BAFFF03
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Billing Agent Portal_59A8982A-91E3-4861-B3E5-F6478E4A17B5,TOBE Billing Agent Portal,59A8982A-91E3-4861-B3E5-F6478E4A17B5
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE BILLING HISTORY SERVICE_494ABE60-D679-4481-BC28-72771B227C3D,TOBE BILLING HISTORY SERVICE,494ABE60-D679-4481-BC28-72771B227C3D
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Billing Inquiry Service_72569843-6902-4F3E-A8DD-4B31B4499A5A,TOBE Billing Inquiry Service,72569843-6902-4F3E-A8DD-4B31B4499A5A
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Billing Online Self Service Portal_5E05A865-C087-4196-A2C0-D6A51A10AA9F,TOBE Billing Online Self Service Portal,5E05A865-C087-4196-A2C0-D6A51A10AA9F
US Retail Markets,USRM - Finance,Billing-BL,Developing,TOBE BILLING SYSTEM ALIGNMENT SERVICE_A63A8E48-C480-47A0-A199-07C0DD934315,TOBE BILLING SYSTEM ALIGNMENT SERVICE,A63A8E48-C480-47A0-A199-07C0DD934315
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Cancel Event Producer_61F44146-1BF0-4480-AC8E-6FAE27DC072B,TOBE Cancel Event Producer,61F44146-1BF0-4480-AC8E-6FAE27DC072B
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE CollectOne_7D523B4B-8C26-4720-8AC1-797B3B9FD45E,TOBE CollectOne,7D523B4B-8C26-4720-8AC1-797B3B9FD45E
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Commission Service Integration_10DE574B-1028-45D6-AE2E-68D50DAF2077,TOBE Commission Service Integration,10DE574B-1028-45D6-AE2E-68D50DAF2077
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Communications Document Services_5944274E-A61E-4F49-B846-4EE3C1B71F84,TOBE Communications Document Services,5944274E-A61E-4F49-B846-4EE3C1B71F84
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Customer Service Rep Portal_63A4DF94-50A9-4F76-AA27-7994AAB5E011,TOBE Customer Service Rep Portal,63A4DF94-50A9-4F76-AA27-7994AAB5E011
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Email Service_CCBA0164-3C6B-4F45-8A45-7B4C31E4C831,TOBE Email Service,CCBA0164-3C6B-4F45-8A45-7B4C31E4C831
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Majesco_EF0414E5-27DE-4CE8-B4EA-D7B3B1745A9A,TOBE Majesco,EF0414E5-27DE-4CE8-B4EA-D7B3B1745A9A
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Payment Management_0089665B-FC88-4462-BAED-2AFD9259A56A,TOBE Payment Management,0089665B-FC88-4462-BAED-2AFD9259A56A
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Policy Event Consumer_04C22F70-FBA5-4C3E-B309-191BDAA49B04,TOBE Policy Event Consumer,04C22F70-FBA5-4C3E-B309-191BDAA49B04
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Policy Transform Service_9F4DEE80-1AF3-40DD-9065-5029B134D13D,TOBE Policy Transform Service,9F4DEE80-1AF3-40DD-9065-5029B134D13D
US Retail Markets,USRM - Finance,Billing-BL,Supporting,TOBE Request Documents API_DE3D71DA-9CAC-4137-BF60-83FBA0B9E238,TOBE Request Documents API,DE3D71DA-9CAC-4137-BF60-83FBA0B9E238
US Retail Markets,USRM - Finance,Billing-PL,Supporting,ABS - SAFECO AGENT BILLING SYSTEM_AB1D8467-1A2A-4A40-AF13-54BA8EB5B4AD,ABS - SAFECO AGENT BILLING SYSTEM,AB1D8467-1A2A-4A40-AF13-54BA8EB5B4AD
US Retail Markets,USRM - Finance,Billing-PL,Supporting,ACR - SAFECO ACCOUNT RECEIVABLE SYSTEM_3F76B49F-98E8-45D2-B20E-4F3A771F7E30,ACR - SAFECO ACCOUNT RECEIVABLE SYSTEM,3F76B49F-98E8-45D2-B20E-4F3A771F7E30
US Retail Markets,USRM - Finance,Billing-PL,Supporting,ACR - SAFECO BILL PRINT_14E50E28-01CA-488B-9014-F39009D0B579,ACR - SAFECO BILL PRINT,14E50E28-01CA-488B-9014-F39009D0B579
US Retail Markets,USRM - Finance,Billing-PL,Supporting,AM-PLB PERSONAL LINES BILLING_9A3CB6FE-E924-482C-95A1-69FC4CA2D63B,AM-PLB PERSONAL LINES BILLING,9A3CB6FE-E924-482C-95A1-69FC4CA2D63B
US Retail Markets,USRM - Finance,Billing-PL,Supporting,ATOM_F2C871D3-7B13-42CB-A930-CBD893AEFB7C,ATOM,F2C871D3-7B13-42CB-A930-CBD893AEFB7C
US Retail Markets,USRM - Finance,Billing-PL,Developing,Billing Non-Prod POC_EA7955F1-0F99-4249-BF04-983CE482A783,Billing Non-Prod POC,EA7955F1-0F99-4249-BF04-983CE482A783
US Retail Markets,USRM - Finance,Billing-PL,Supporting,CBS - CHOICE BILLING SYSTEM_3CB9B714-E244-45FC-897A-804CE6897C32,CBS - CHOICE BILLING SYSTEM,3CB9B714-E244-45FC-897A-804CE6897C32
US Retail Markets,USRM - Finance,Billing-PL,Supporting,FINANCE BPM CLOUD CONTAINER SERVICES_F8B0D731-D9B4-4811-A0F5-70451F7EC7B9,FINANCE BPM CLOUD CONTAINER SERVICES,F8B0D731-D9B4-4811-A0F5-70451F7EC7B9
US Retail Markets,USRM - Finance,Billing-PL,Developing,GRM US Finance Fraud Triage_5765D573-98A9-487A-BD6F-2B53A2DA21D8,GRM US Finance Fraud Triage,5765D573-98A9-487A-BD6F-2B53A2DA21D8
US Retail Markets,USRM - Finance,Billing-PL,Supporting,OP65 - FINANCIAL_7E43DB60-56FD-401D-8661-DF1759697032,OP65 - FINANCIAL,7E43DB60-56FD-401D-8661-DF1759697032
US Retail Markets,USRM - Finance,Billing-PL,Developing,RPA-Chargeback_E0ACCE40-883F-4566-B124-F392C3108C21,RPA-Chargeback,E0ACCE40-883F-4566-B124-F392C3108C21
