SBU,Domain,Sub-Portfolio,App Phase,Application_UUID,Application,UUID
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Analytics Surety SAGE_4D3D1ECC-1B53-4A8E-A123-C897BCBB5E57,GRS Analytics Surety SAGE,4D3D1ECC-1B53-4A8E-A123-C897BCBB5E57
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Building Identification Service_AB48C981-8DE6-4070-B172-84F2A91C7055,GRS Building Identification Service,AB48C981-8DE6-4070-B172-84F2A91C7055
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS CAPTain Athena Data Retriever_F6823A75-971B-461D-8220-00D859A3D837,GRS CAPTain Athena Data Retriever,F6823A75-971B-461D-8220-00D859A3D837
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Claims Model Alert Review System (MARS)_5E3960CC-8619-40F0-BF2B-56D9B5694A59,GRS Claims Model Alert Review System (MARS),5E3960CC-8619-40F0-BF2B-56D9B5694A59
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Continuous Learning_79B44DB8-FB1E-4A89-864D-49B36EDD6F81,GRS Continuous Learning,79B44DB8-FB1E-4A89-864D-49B36EDD6F81
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS Customer Centricity Hub_736F8C3C-D424-4A70-AD34-AF1A056023E0,GRS Customer Centricity Hub,736F8C3C-D424-4A70-AD34-AF1A056023E0
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Cyber Insights_BAC306E6-E172-4574-81BB-A47A3CD35246,GRS Cyber Insights,BAC306E6-E172-4574-81BB-A47A3CD35246
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Double Rainbow Data Science Toolbox_0E50EDB6-EB3C-463F-B080-584668BF6F7A,GRS Double Rainbow Data Science Toolbox,0E50EDB6-EB3C-463F-B080-584668BF6F7A
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS DS - Property Vendor_F80DB855-FDD6-42E3-8AE0-0E5734AA6122,GRS DS - Property Vendor,F80DB855-FDD6-42E3-8AE0-0E5734AA6122
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Email Models_56D89F7E-7B59-407F-AA10-7DE0CA786FF1,GRS Email Models,56D89F7E-7B59-407F-AA10-7DE0CA786FF1
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS Emerging Tech Data POCs_93BB9A97-B17F-4BEF-9A4E-E83D60A9E424,GRS Emerging Tech Data POCs,93BB9A97-B17F-4BEF-9A4E-E83D60A9E424
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS GLI Platform Kinetica_F175711D-F2CD-43EA-BB59-8C1C92811A67,GRS GLI Platform Kinetica,F175711D-F2CD-43EA-BB59-8C1C92811A67
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Global RFID_6B0EF041-B3EE-4506-8A3C-65D38647E074,GRS Global RFID,6B0EF041-B3EE-4506-8A3C-65D38647E074
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Hazard Intelligence Tool_1C23662F-7388-4596-9E61-A9ADAD88C740,GRS Hazard Intelligence Tool,1C23662F-7388-4596-9E61-A9ADAD88C740
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS Industry Visualizer_00A5D5E5-7FE1-4A62-A505-A2531B92AEB4,GRS Industry Visualizer,00A5D5E5-7FE1-4A62-A505-A2531B92AEB4
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Innovasion Experiments_85AEEE72-78E1-4B67-A781-9DA55510ACAC,GRS Innovasion Experiments,85AEEE72-78E1-4B67-A781-9DA55510ACAC
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Innovasion Shared Resources_7F868FDD-397F-4C9F-8A71-4E357C0E6082,GRS Innovasion Shared Resources,7F868FDD-397F-4C9F-8A71-4E357C0E6082
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS IT Analytics Universal Submission Triage_1391A949-7C73-4405-B474-95CF4414705D,GRS IT Analytics Universal Submission Triage,1391A949-7C73-4405-B474-95CF4414705D
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS iUW Models_43194DE9-29E8-4236-9F00-742A631056AA,GRS iUW Models,43194DE9-29E8-4236-9F00-742A631056AA
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Keystone_9FEA06A6-5D49-4B17-A503-9CD568C796A5,GRS Keystone,9FEA06A6-5D49-4B17-A503-9CD568C796A5
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS LMRE Line Size Optimization Tool_0C9B9A17-D096-4D16-8DD0-04945FAAAE16,GRS LMRE Line Size Optimization Tool,0C9B9A17-D096-4D16-8DD0-04945FAAAE16
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Location Insights_AE7D964E-14F4-425C-9E75-81A58BDFBF43,GRS Location Insights,AE7D964E-14F4-425C-9E75-81A58BDFBF43
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS NA Pricing Model_AB410AFE-2E01-44BB-97F8-6224BF99739F,GRS NA Pricing Model,AB410AFE-2E01-44BB-97F8-6224BF99739F
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS NA RAMP_CB08B86C-4513-44C1-A77F-EDF81DCF992E,GRS NA RAMP,CB08B86C-4513-44C1-A77F-EDF81DCF992E
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS RFID PortfolioDB_C41648F5-768E-468C-B291-ED1C8B90ACCD,GRS RFID PortfolioDB,C41648F5-768E-468C-B291-ED1C8B90ACCD
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Salesforce Models_F1ED7F4B-0B55-4F66-A802-BAF9607B3B4B,GRS Salesforce Models,F1ED7F4B-0B55-4F66-A802-BAF9607B3B4B
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS SNAP Adhoc Batch Scoring_28F118A0-31EC-4473-9E6B-7DF3799585EA,GRS SNAP Adhoc Batch Scoring,28F118A0-31EC-4473-9E6B-7DF3799585EA
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS SNAP Data Pipelines_12C799A5-5685-4A30-AB08-629829F161F8,GRS SNAP Data Pipelines,12C799A5-5685-4A30-AB08-629829F161F8
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS SNAP Innovation Experiments_41F1691A-70E9-423C-B57D-4902F7DA6701,GRS SNAP Innovation Experiments,41F1691A-70E9-423C-B57D-4902F7DA6701
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS SNAP MongoDB Atlas_A4E205E5-BDE7-48C0-ABC9-40C10E8B4504,GRS SNAP MongoDB Atlas,A4E205E5-BDE7-48C0-ABC9-40C10E8B4504
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Third Party Company Search - CapIQ_C150E93E-3FAB-4709-A198-BE7681FF5B87,GRS Third Party Company Search - CapIQ,C150E93E-3FAB-4709-A198-BE7681FF5B87
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS TPD DnB Direct+ API_CE73515B-24F9-4FF4-A87A-9648AD49CE29,GRS TPD DnB Direct+ API,CE73515B-24F9-4FF4-A87A-9648AD49CE29
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Developing,GRS UW Beacon_F7A90086-685D-4647-AA19-82CFFC2E006A,GRS UW Beacon,F7A90086-685D-4647-AA19-82CFFC2E006A
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS UWP Models_113A03B5-E27C-4F23-9DC7-29B6437F56F5,GRS UWP Models,113A03B5-E27C-4F23-9DC7-29B6437F56F5
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS WC Location Profiler_CBD7F494-8F01-43CF-B395-16729C8F75C3,GRS WC Location Profiler,CBD7F494-8F01-43CF-B395-16729C8F75C3
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Analytics Enablement and Emerging Tech,Supporting,GRS Weather Insights_DFDDAEDA-A071-4EAC-9DC1-9EECA7E67DEE,GRS Weather Insights,DFDDAEDA-A071-4EAC-9DC1-9EECA7E67DEE
Global Risk Solutions,GRS - Resiliency and Engineering Excellence,GRS - Architecture,Developing,GRS - Architecture Exploration_3FF608EC-F029-47A6-A652-125D290B7A01,GRS - Architecture Exploration,3FF608EC-F029-47A6-A652-125D290B7A01
Global Risk Solutions,GRS - Resiliency and Engineering Excellence,GRS - Architecture,Supporting,GRS REE Engineering Enablers_70490FB7-6F5D-4BB7-BD91-6130D585904E,GRS REE Engineering Enablers,70490FB7-6F5D-4BB7-BD91-6130D585904E
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,@Work Premium Audit Workstation_1E81EA28-C5EC-4A3C-8943-53DCAA6E23C9,@Work Premium Audit Workstation,1E81EA28-C5EC-4A3C-8943-53DCAA6E23C9
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,ARMS BILL SCHEDULER_4E73AFB9-D5C9-4742-B055-D7687B046E68,ARMS BILL SCHEDULER,4E73AFB9-D5C9-4742-B055-D7687B046E68
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,BART - Billing And Receivable Tracking_B3DD4CBA-C1FE-4BDF-88A4-F64903078E70,BART - Billing And Receivable Tracking,B3DD4CBA-C1FE-4BDF-88A4-F64903078E70
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Cash Flow_5A9B7FEF-9537-4343-BFA5-9DF4C457741F,Cash Flow,5A9B7FEF-9537-4343-BFA5-9DF4C457741F
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,CI - NI Cash Remit Processor_E222C575-57F2-45D2-8384-AEADB1CE38BC,CI - NI Cash Remit Processor,E222C575-57F2-45D2-8384-AEADB1CE38BC
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,CI - POOL REPORTING_C6E3A9E4-20A7-47C1-9498-42CB38C97C7D,CI - POOL REPORTING,C6E3A9E4-20A7-47C1-9498-42CB38C97C7D
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,ePad_75E2F74F-0A95-4F48-9477-BA5239E95783,ePad,75E2F74F-0A95-4F48-9477-BA5239E95783
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,FAM - Financial Agreement Manager_9E277C2F-A068-4B42-B6DE-4306EFC04D9F,FAM - Financial Agreement Manager,9E277C2F-A068-4B42-B6DE-4306EFC04D9F
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,GRS - Billing Payments Management_E8824694-22B0-49DD-BD91-80B15E0EB136,GRS - Billing Payments Management,E8824694-22B0-49DD-BD91-80B15E0EB136
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,GRS Alloy_5049D492-146C-4F05-97DC-0DFBD6030472,GRS Alloy,5049D492-146C-4F05-97DC-0DFBD6030472
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,GRS Billing EDM_657C28CD-0554-4070-A89A-4A10066D770B,GRS Billing EDM,657C28CD-0554-4070-A89A-4A10066D770B
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,GRS Majesco Billing_0FB2FE71-0877-4297-A253-21AA81F5A2A6,GRS Majesco Billing,0FB2FE71-0877-4297-A253-21AA81F5A2A6
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,LIBRA_CD2F72AC-39C7-40FE-9348-A64B98421AC1,LIBRA,CD2F72AC-39C7-40FE-9348-A64B98421AC1
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,LIBRA FRONT END_AE1A7FE3-C6DB-4B25-A49C-47011A97E27B,LIBRA FRONT END,AE1A7FE3-C6DB-4B25-A49C-47011A97E27B
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,LIBRA Loss Conditioning_52E2F426-C946-4559-BD06-5E9347655679,LIBRA Loss Conditioning,52E2F426-C946-4559-BD06-5E9347655679
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,LIBRA PUBLISHING_07688DEB-155A-4680-B3A0-F0C22560C419,LIBRA PUBLISHING,07688DEB-155A-4680-B3A0-F0C22560C419
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,LIBRA RATE UTILITY_8C1EB1DD-89FF-4338-AB52-66D4D52A77A7,LIBRA RATE UTILITY,8C1EB1DD-89FF-4338-AB52-66D4D52A77A7
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Loss Billing CD Tools_68D8354E-3163-4FD8-A6B8-1E8CF16A2DBE,Loss Billing CD Tools,68D8354E-3163-4FD8-A6B8-1E8CF16A2DBE
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,NI Finance Reporting CD Tools_7E915600-8137-4830-A426-00B268C80AA4,NI Finance Reporting CD Tools,7E915600-8137-4830-A426-00B268C80AA4
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,One GRS Billing Interface Support_6E6C953E-52F8-45BA-A8A4-5301BFD8DD21,One GRS Billing Interface Support,6E6C953E-52F8-45BA-A8A4-5301BFD8DD21
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Premium Billing CD Tools_348B61FB-FC48-407B-8A35-66E26D1A9327,Premium Billing CD Tools,348B61FB-FC48-407B-8A35-66E26D1A9327
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,PremiumWare_83DA6C30-431C-419C-B0CC-3FD45C602B52,PremiumWare,83DA6C30-431C-419C-B0CC-3FD45C602B52
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,RAPID_47808E22-1129-46F9-83E0-3A2663E7A3F4,RAPID,47808E22-1129-46F9-83E0-3A2663E7A3F4
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,RAPID ERROR CORRECTION FACILITY_5D9A19BB-5DDA-4E75-B0B5-BD68D6A9D08A,RAPID ERROR CORRECTION FACILITY,5D9A19BB-5DDA-4E75-B0B5-BD68D6A9D08A
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,RAPID REPORT REQUEST FACILITY_A477FDAC-86C1-45C3-99EA-B2D22F3F0DB3,RAPID REPORT REQUEST FACILITY,A477FDAC-86C1-45C3-99EA-B2D22F3F0DB3
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Reporting Replica (ARMS)_D002E192-FCDF-4D2D-8482-6B7B08C82703,Reporting Replica (ARMS),D002E192-FCDF-4D2D-8482-6B7B08C82703
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Retro Billing CD Tools_486DD53E-8C03-4C6A-82B0-A2803DC18F92,Retro Billing CD Tools,486DD53E-8C03-4C6A-82B0-A2803DC18F92
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,Satellite Checking_FAA1BD56-63DC-4BB8-B80F-F12614A2713A,Satellite Checking,FAA1BD56-63DC-4BB8-B80F-F12614A2713A
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,SYSD-PDC - Z/OSINDEPENDENCE MAINFRAME (SI)_2AE99412-F6A9-4F03-8961-D39670359644,SYSD-PDC - Z/OSINDEPENDENCE MAINFRAME (SI),2AE99412-F6A9-4F03-8961-D39670359644
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,UNBUNDLED SERVICE FEES_931E20B0-970C-4F33-9672-BE0EBED47645,UNBUNDLED SERVICE FEES,931E20B0-970C-4F33-9672-BE0EBED47645
Global Risk Solutions,GRS - Claims and Billing Services,GRS - Billing,Supporting,WC POOLS/LW_0D209E3B-98A8-48D7-8C6F-A3C1B84B08A6,WC POOLS/LW,0D209E3B-98A8-48D7-8C6F-A3C1B84B08A6
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS - NI Underwriting Data Lake Pipeline_87ED7ED4-A28A-4DC0-A4EC-F07419FD7C50,GRS - NI Underwriting Data Lake Pipeline,87ED7ED4-A28A-4DC0-A4EC-F07419FD7C50
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS - PowerBI Reporting Platform_1C332E28-4E90-457F-B081-6910B05BBFBB,GRS - PowerBI Reporting Platform,1C332E28-4E90-457F-B081-6910B05BBFBB
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS Actuarial Datamart_F0DE95D8-3602-4669-A42D-05FAD5284983,GRS Actuarial Datamart,F0DE95D8-3602-4669-A42D-05FAD5284983
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS Actuarial Rate Monitor_801B1E16-6700-4FBA-BDD7-BDFBC42B8347,GRS Actuarial Rate Monitor,801B1E16-6700-4FBA-BDD7-BDFBC42B8347
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS Leading Indicator Mart_8B5D6E22-DAE8-4255-8BDC-05D47067372C,GRS Leading Indicator Mart,8B5D6E22-DAE8-4255-8BDC-05D47067372C
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Developing,GRS NA Actuarial Data - Premium and Loss_5BC50861-6474-4A08-97C5-853467271E00,GRS NA Actuarial Data - Premium and Loss,5BC50861-6474-4A08-97C5-853467271E00
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS NAS CAT Modeling AE_362383C4-BB8C-4764-B72B-B4FEEB80496B,GRS NAS CAT Modeling AE,362383C4-BB8C-4764-B72B-B4FEEB80496B
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GRS Teradata Vantage AWS_0D97D03B-D17F-405A-B014-539CA11D82D7,GRS Teradata Vantage AWS,0D97D03B-D17F-405A-B014-539CA11D82D7
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,GS Actuarial BI_52506046-CF57-4791-A4B3-ED377C66C569,GS Actuarial BI,52506046-CF57-4791-A4B3-ED377C66C569
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE_F6E2052D-1624-42CE-8BB0-4A7A905B8854,IWE,F6E2052D-1624-42CE-8BB0-4A7A905B8854
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE ADS Loss_71F7F245-D756-4D97-96E2-D2572CAB780C,IWE ADS Loss,71F7F245-D756-4D97-96E2-D2572CAB780C
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE ADS PREMIUM_301A93BD-BF11-4119-B0BA-7D04D9782B0B,IWE ADS PREMIUM,301A93BD-BF11-4119-B0BA-7D04D9782B0B
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE CPS AdHoc and Legacy Reporting_AB58BBE7-BC46-4802-A165-F2F6D04FA273,IWE CPS AdHoc and Legacy Reporting,AB58BBE7-BC46-4802-A165-F2F6D04FA273
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE Financial Drilldown_98A23827-8D45-48C6-84DE-3E23C97259B3,IWE Financial Drilldown,98A23827-8D45-48C6-84DE-3E23C97259B3
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE MIDDLE MARKET (BMUW) DATAMART_06CE3FA6-A692-41B4-AE38-5A62E464F8BA,IWE MIDDLE MARKET (BMUW) DATAMART,06CE3FA6-A692-41B4-AE38-5A62E464F8BA
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,IWE RSR/SLR_7DEC2B08-0140-44C8-8BA4-CB3C4FEEA943,IWE RSR/SLR,7DEC2B08-0140-44C8-8BA4-CB3C4FEEA943
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,NI Analytics AE_1195D88C-20F0-4F81-97AB-4481F4CE3E70,NI Analytics AE,1195D88C-20F0-4F81-97AB-4481F4CE3E70
Global Risk Solutions,GRS - Data and Advanced Analytics,"GRS - Business Data Solutions Engineering/GRS - Analytical Data Platforms, Actuarial Data, Account, Broker and HR Domains Solutions",Supporting,PRODUCT MANAGEMENT ANALYTICS_C1E01752-321C-4F44-8AEC-6D6A47A7956A,PRODUCT MANAGEMENT ANALYTICS,C1E01752-321C-4F44-8AEC-6D6A47A7956A
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,Account Rounding Tool_9B938B3A-FE0C-419F-B7CB-9E2361C160B6,Account Rounding Tool,9B938B3A-FE0C-419F-B7CB-9E2361C160B6
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW COMPLEX AND EMERGING RISK CLAIMS (CERC)_3A46A284-FA80-4673-9860-1729BD3C8989,ADW COMPLEX AND EMERGING RISK CLAIMS (CERC),3A46A284-FA80-4673-9860-1729BD3C8989
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW EXPRS_4A7FEC35-498D-4EC2-8FFA-DC84C896EBA9,ADW EXPRS,4A7FEC35-498D-4EC2-8FFA-DC84C896EBA9
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW FINANCE_AE350823-DA34-4EE3-9377-09EAD5E1E957,ADW FINANCE,AE350823-DA34-4EE3-9377-09EAD5E1E957
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW PAL LOSS_521F582C-CB3D-4822-A9F8-0B0029C143BE,ADW PAL LOSS,521F582C-CB3D-4822-A9F8-0B0029C143BE
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW WC_EF80E2A5-1165-4056-B88C-182BDDD89D10,ADW WC,EF80E2A5-1165-4056-B88C-182BDDD89D10
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW WC FINANCIAL_D2EF93B5-5A56-4B10-B0CA-464BF5ED4CB2,ADW WC FINANCIAL,D2EF93B5-5A56-4B10-B0CA-464BF5ED4CB2
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,ADW WC FUNCTIONAL_47C08A50-5593-415D-B296-D62AD87E0A22,ADW WC FUNCTIONAL,47C08A50-5593-415D-B296-D62AD87E0A22
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - Claim Inquiry_D8878044-5037-4029-A049-9B4C2EDFE978,CI - Claim Inquiry,D8878044-5037-4029-A049-9B4C2EDFE978
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - Claims Reporting_01A138ED-AF86-4CE9-B712-4CAE4746D6FA,CI - Claims Reporting,01A138ED-AF86-4CE9-B712-4CAE4746D6FA
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - ExPRS Workload Reporting_BF18C68D-CCB5-4702-A2E1-6B7195642E69,CI - ExPRS Workload Reporting,BF18C68D-CCB5-4702-A2E1-6B7195642E69
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - Managed Care Reporting_B42A1BCC-6C0E-44FE-B16B-CBC41331C2F6,CI - Managed Care Reporting,B42A1BCC-6C0E-44FE-B16B-CBC41331C2F6
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - WC Loss Reporting_6013B92B-AAB1-4356-98FB-AD3CC4F7C296,CI - WC Loss Reporting,6013B92B-AAB1-4356-98FB-AD3CC4F7C296
Global Risk Solutions,GRS - Data and Advanced Analytics,GRS - Business Data Solutions Engineering/GRS - Claims Distribution Data Solutions,Supporting,CI - WC Weekly Reporting_B2D4132B-B146-4C5B-94D6-49AD2DF87BBC,CI - WC Weekly Reporting,B2D4132B-B146-4C5B-94D6-49AD2DF87BBC
